year,ageb_id,prec,prec_vol,runoff
1993.0,6001.0,737.528240748,177175.28564400002,0.0
1993.0,6002.0,737.528240748,297321.698427,0.0
1993.0,6003.0,737.528240748,153195.824982,0.0
1993.0,6004.0,737.528240748,110224.641133,0.0
1993.0,6005.0,737.528240748,108017.498532,0.0
1993.0,6006.0,747.189829901,158497.709894,0.0
1993.0,6007.0,712.91827055,150953.01033599998,0.0
1993.0,6008.0,712.91827055,126271.205222,0.0
1993.0,6009.0,712.91827055,119399.07559200001,0.0
1993.0,6010.0,712.91827055,139333.976378,0.0
1993.0,6011.0,738.345849648,324502.80426,0.0
1993.0,6012.0,754.1865857089999,340889.95472800004,0.0
1993.0,6013.0,737.528240748,320198.07046799996,0.0
1993.0,6014.0,737.528240748,293700.78669499996,0.0
1993.0,6015.0,737.528240748,291348.59013,0.0
1993.0,6016.0,737.528240748,189406.23659100002,0.0
1993.0,6017.0,737.528240748,161509.324978,0.0
1993.0,6018.0,737.528240748,245076.200355,0.0
1993.0,6019.0,737.528240748,176587.289355,0.0
1993.0,6020.0,737.528240748,129781.18411199999,0.0
1993.0,6021.0,737.528240748,74242.9614184,0.0
1993.0,6022.0,737.528240748,401908.357436,0.0
1993.0,6023.0,737.528240748,96094.7529737,0.0
1993.0,6024.0,737.7523007130001,175210.33876400001,0.0
1993.0,6025.0,737.528240748,231334.30051300002,0.0
1993.0,6026.0,737.528240748,115366.68496199998,0.0
1993.0,6027.0,737.528240748,141882.53454000002,0.0
1993.0,6028.0,737.528240748,329868.306881,0.0
1993.0,6029.0,737.528240748,164515.019047,0.0
1993.0,6030.0,737.528240748,197207.594145,0.0
1993.0,6031.0,737.528240748,179718.835156,0.0
1993.0,6032.0,781.210259786,1596772.45145,0.0
1993.0,6033.0,738.653392936,1424371.39757,0.0
1993.0,6034.0,737.528240748,39352.9323655,0.0
1993.0,6035.0,737.528240748,54894.70102280001,0.0
1993.0,6036.0,793.8477125019999,110207.129428,0.0
1993.0,6037.0,790.4919590789999,790098.452925,0.0
1993.0,6038.0,793.8477125019999,529967.129642,0.0
1993.0,6039.0,793.8477125019999,90206.7481583,0.0
1993.0,6040.0,744.8449955860001,177121.454633,0.0
1993.0,6041.0,792.5434260310001,175048.20755,0.0
1993.0,6042.0,793.8477125019999,74073.7478667,0.0
1993.0,6043.0,793.7153096530001,51050.9512221,0.0
1993.0,6044.0,790.588877116,261362.27905100002,0.0
1993.0,6045.0,737.528240748,57086.7423726,0.0
1993.0,6046.0,737.528240748,497629.049807,0.0
1993.0,6047.0,712.91827055,240563.10537600002,0.0
1993.0,6048.0,737.77649063,233446.338521,0.0
1993.0,6049.0,737.528240748,156994.079331,0.0
1993.0,6050.0,737.528240748,40674.0675533,0.0
1993.0,6051.0,739.2209116160001,269658.84949299996,0.0
1993.0,6052.0,712.91827055,150353.876004,0.0
1993.0,6053.0,738.9328828539999,202174.313802,0.0
1993.0,6054.0,793.8477125019999,120413.514303,0.0
1993.0,6055.0,793.8477125019999,105474.436597,0.0
1993.0,6056.0,737.528240748,59993.330241699994,0.0
1993.0,6057.0,737.528240748,54237.0567048,0.0
1993.0,6058.0,793.8477125019999,155046.826312,0.0
1993.0,6059.0,793.8477125019999,1332950.34805,0.0
1993.0,6060.0,744.8449955860001,53734.6799224,0.0
1993.0,6061.0,744.8449955860001,36219.3376232,0.0
1993.0,6062.0,649.2358756159999,450780.57765600004,0.0
1993.0,6063.0,649.2358756159999,169004.82114100002,0.0
1993.0,6064.0,649.2358756159999,191929.728753,0.0
1993.0,6065.0,649.2358756159999,296298.559218,0.0
1993.0,6066.0,649.2358756159999,306434.36109099997,0.0
1993.0,6067.0,700.836665023,369088.987262,0.0
1993.0,6068.0,726.366293759,893780.3306809999,0.0
1993.0,6069.0,700.142506114,193149.92499200001,0.0
1993.0,6070.0,700.142506114,216802.19618000003,0.0
1993.0,6071.0,700.142506114,344425.46235700004,0.0
1993.0,6072.0,649.2358756159999,247392.777532,0.0
1993.0,6073.0,649.2358756159999,249984.19381199998,0.0
1993.0,6074.0,649.2358756159999,268167.69923800003,0.0
1993.0,6075.0,649.2358756159999,246898.00338699998,0.0
1993.0,6076.0,649.2358756159999,374761.068298,0.0
1993.0,6077.0,714.023707735,465700.090913,0.0
1993.0,6078.0,700.142506114,163205.79046199998,0.0
1993.0,6079.0,700.142506114,183178.11215899998,0.0
1993.0,6080.0,700.142506114,215345.189871,0.0
1993.0,6081.0,700.142506114,255080.487104,0.0
1993.0,6082.0,700.142506114,251429.854141,0.0
1993.0,6083.0,700.142506114,331586.13609,0.0
1993.0,6084.0,649.2358756159999,105569.316564,0.0
1993.0,6085.0,649.2358756159999,117575.298821,0.0
1993.0,6086.0,649.2358756159999,106959.297107,0.0
1993.0,6087.0,649.2358756159999,302497.781069,0.0
1993.0,6088.0,649.2358756159999,421165.716172,0.0
1993.0,6089.0,649.2358756159999,226877.74957199997,0.0
1993.0,6090.0,705.162610862,218376.22849699997,0.0
1993.0,6091.0,700.142506114,167596.545071,0.0
1993.0,6092.0,700.142506114,153521.741015,0.0
1993.0,6093.0,700.142506114,262413.595309,0.0
1993.0,6094.0,700.142506114,160477.01194300002,0.0
1993.0,6095.0,649.2358756159999,80653.4447272,0.0
1993.0,6096.0,649.2358756159999,23293.494725599998,0.0
1993.0,6097.0,649.2358756159999,96810.9450295,0.0
1993.0,6098.0,649.2358756159999,43166.6561524,0.0
1993.0,6099.0,649.2358756159999,66578.9137568,0.0
1993.0,6100.0,649.2358756159999,77181.3179658,0.0
1993.0,6101.0,649.2358756159999,276019.032233,0.0
1993.0,6102.0,649.2358756159999,257807.30229000002,0.0
1993.0,6103.0,649.2358756159999,218573.338848,0.0
1993.0,6104.0,649.2358756159999,334059.802016,0.0
1993.0,6105.0,718.769040848,195628.988213,0.0
1993.0,6106.0,700.142506114,90112.957569,0.0
1993.0,6107.0,700.142506114,148788.604319,0.0
1993.0,6108.0,700.142506114,202339.8324,0.0
1993.0,6109.0,700.142506114,128794.044139,0.0
1993.0,6110.0,700.142506114,119711.099319,0.0
1993.0,6111.0,700.142506114,248559.471337,0.0
1993.0,6112.0,649.2358756159999,174553.850015,0.0
1993.0,6113.0,649.2358756159999,162619.180564,0.0
1993.0,6114.0,649.2358756159999,424787.706767,0.0
1993.0,6115.0,700.142506114,148666.16612100002,0.0
1993.0,6116.0,700.142506114,304374.486442,0.0
1993.0,6117.0,649.2358756159999,222642.736402,0.0
1993.0,6118.0,649.2358756159999,176514.83428900002,0.0
1993.0,6119.0,649.2358756159999,179813.563824,0.0
1993.0,6120.0,663.7796866159999,294109.880471,0.0
1993.0,6121.0,651.400683294,341073.530583,0.0
1993.0,6122.0,649.2358756159999,253459.619254,0.0
1993.0,6123.0,716.574573987,402600.931709,0.0
1993.0,6124.0,718.171971202,258544.423115,0.0
1993.0,6125.0,701.1489656210001,224797.416367,0.0
1993.0,6126.0,700.142506114,235045.74961,0.0
1993.0,6127.0,700.142506114,355182.650388,0.0
1993.0,6128.0,700.142506114,271048.504865,0.0
1993.0,6129.0,687.3021547980001,4984132.28904,0.0
1993.0,6130.0,655.154290738,200658.43821700002,0.0
1993.0,6131.0,726.66840201,164896.83553699998,0.0
1993.0,6132.0,664.547779616,214983.137273,0.0
1993.0,6133.0,712.379098735,381919.59110300004,0.0
1993.0,6134.0,726.66840201,156158.759153,0.0
1993.0,6135.0,722.874080692,185648.436992,0.0
1993.0,6136.0,721.059784497,203773.101318,0.0
1993.0,6137.0,733.0480160510001,214987.210654,0.0
1993.0,6138.0,719.088068793,259146.833208,0.0
1993.0,6139.0,739.9202125710001,186540.609554,0.0
1993.0,6140.0,740.4352347189999,200745.974648,0.0
1993.0,6141.0,732.8303723739999,563395.497927,0.0
1993.0,6142.0,740.4352347189999,118932.561987,0.0
1993.0,6143.0,727.968190694,100574.803393,0.0
1993.0,6144.0,726.66840201,450225.531796,0.0
1993.0,6145.0,726.66840201,278365.371317,0.0
1993.0,6146.0,726.66840201,255577.728011,0.0
1993.0,6147.0,726.66840201,311945.715657,0.0
1993.0,6148.0,726.66840201,214439.79340999998,0.0
1993.0,6149.0,737.128430555,160621.02939,0.0
1993.0,6150.0,740.4352347189999,211155.268559,0.0
1993.0,6151.0,740.4352347189999,129162.811479,0.0
1993.0,6152.0,740.4352347189999,127257.844341,0.0
1993.0,6153.0,740.4352347189999,549357.7239560001,0.0
1993.0,6154.0,740.228841367,1111787.2196,0.0
1993.0,6155.0,738.952186318,885404.9873340001,0.0
1993.0,6156.0,700.142506114,54002.296470500005,0.0
1993.0,6157.0,700.142506114,35889.955186800005,0.0
1993.0,6158.0,649.2358756159999,237870.379196,0.0
1993.0,6159.0,649.2358756159999,331429.060415,0.0
1993.0,6160.0,740.4352347189999,253863.288412,0.0
1993.0,6161.0,740.4352347189999,300784.759288,0.0
1993.0,6162.0,700.142506114,46511.935068,0.0
1993.0,6163.0,700.142506114,208950.377705,0.0
1993.0,6164.0,700.142506114,164584.37876300002,0.0
1993.0,6165.0,700.142506114,74641.5448527,0.0
1993.0,6166.0,700.142506114,78278.0049817,0.0
1993.0,6167.0,700.142506114,127475.96484300001,0.0
1993.0,6168.0,700.142506114,105634.610749,0.0
1993.0,6169.0,707.90594505,97510.4889959,0.0
1993.0,6170.0,700.831871768,61239.337773800005,0.0
1993.0,6171.0,700.142506114,101256.080573,0.0
1993.0,6172.0,700.142506114,117279.73161900001,0.0
1993.0,6173.0,700.142506114,94840.9251166,0.0
1993.0,6174.0,740.4352347189999,102854.325443,0.0
1993.0,6175.0,740.4352347189999,106356.133879,0.0
1993.0,6176.0,740.4352347189999,86393.7072452,0.0
1993.0,6177.0,740.4352347189999,96067.67965389999,0.0
1993.0,6178.0,730.380522356,71234.5357186,0.0
1993.0,6179.0,739.661808094,70182.3009642,0.0
1993.0,6180.0,740.4352347189999,80004.0594121,0.0
1993.0,6181.0,740.4352347189999,558330.4245579999,0.0
1993.0,6182.0,729.2312592010001,242087.72782399997,0.0
1993.0,6183.0,740.4352347189999,397689.31903400004,0.0
1993.0,6184.0,740.4352347189999,267956.767948,0.0
1993.0,6185.0,713.59927807,63399.9268477,0.0
1993.0,6186.0,730.235898659,207401.155882,0.0
1993.0,6187.0,740.4352347189999,119708.42237300001,0.0
1993.0,6188.0,740.4352347189999,106176.736981,0.0
1993.0,6189.0,740.4352347189999,146613.37473399998,0.0
1993.0,6190.0,740.4352347189999,200383.323432,0.0
1993.0,6191.0,740.4352347189999,134374.11723099998,0.0
1993.0,6192.0,726.66840201,265060.184974,0.0
1993.0,6193.0,726.66840201,66457.0172419,0.0
1993.0,6194.0,726.66840201,30720.743425599998,0.0
1993.0,6195.0,726.66840201,46594.790570599995,0.0
1993.0,6196.0,726.66840201,50480.236065499994,0.0
1993.0,6197.0,726.66840201,56943.352675,0.0
1993.0,6198.0,726.66840201,22506.4788995,0.0
1993.0,6199.0,726.66840201,65372.94438659999,0.0
1993.0,6200.0,726.66840201,111060.58602,0.0
1993.0,6201.0,726.66840201,51509.5314119,0.0
1993.0,6202.0,726.66840201,83256.980054,0.0
1993.0,6203.0,726.66840201,235455.633197,0.0
1993.0,6204.0,726.66840201,255169.089788,0.0
1993.0,6205.0,726.66840201,219733.46620100003,0.0
1993.0,6206.0,740.4352347189999,264761.682242,0.0
1993.0,6207.0,740.4352347189999,243349.171847,0.0
1993.0,6208.0,740.4352347189999,83124.05930800001,0.0
1993.0,6209.0,700.142506114,328968.864414,0.0
1993.0,6210.0,740.4352347189999,173137.543258,0.0
1993.0,6211.0,740.4352347189999,46648.4992913,0.0
1993.0,6212.0,700.142506114,112005.25036800001,0.0
1993.0,6213.0,706.394245925,139842.880045,0.0
1993.0,6214.0,700.142506114,87084.378194,0.0
1993.0,6215.0,700.142506114,120077.81666600001,0.0
1993.0,6216.0,726.66840201,103841.91364,0.0
1993.0,6217.0,726.66840201,47136.461129400006,0.0
1993.0,6218.0,725.138490352,139106.895612,0.0
1993.0,6219.0,676.157076524,1082169.01807,0.0
1993.0,6220.0,725.6016073110001,206125.205315,0.0
1993.0,6221.0,725.6016073110001,87706.0613593,0.0
1993.0,6222.0,725.6016073110001,572992.441962,4.28497428
1993.0,6223.0,725.6016073110001,533016.252661,0.0
1993.0,6224.0,725.6016073110001,813298.4687020001,0.030658469
1993.0,6225.0,725.6016073110001,809559.813652,0.0
1993.0,6226.0,725.6016073110001,723692.7610739999,0.030658469
1993.0,6227.0,686.668744078,1589264.3306,0.0
1993.0,6228.0,683.676877576,650180.303111,0.0
1993.0,6229.0,682.425035512,1078748.49642,0.0
1993.0,6230.0,725.6016073110001,646326.05813,4.28497428
1993.0,6231.0,725.6016073110001,283110.974649,0.0
1993.0,6232.0,682.115687278,950826.4791260001,4.28497428
1993.0,6233.0,725.6016073110001,904249.9708530001,4.28497428
1993.0,6234.0,727.140471093,877370.252051,0.030658469
1993.0,6235.0,725.6016073110001,158530.138117,0.0
1993.0,6236.0,725.6016073110001,509388.066546,0.0
1993.0,6237.0,725.6016073110001,228589.60902800004,0.0
1993.0,6238.0,725.6016073110001,507172.95169300004,0.030658469
1993.0,6239.0,725.6016073110001,80646.4683155,0.0
1993.0,6240.0,725.6016073110001,576842.461473,0.0
1993.0,6241.0,672.623802952,2132709.31919,0.0
1993.0,6242.0,669.7583550859999,1696536.14437,0.030658469
1993.0,6243.0,725.6016073110001,71301.19176239999,4.28497428
1993.0,6244.0,717.1652988239999,694441.529604,0.0
1993.0,6245.0,725.6016073110001,216508.89496399998,0.0
1993.0,6246.0,713.208898363,1434546.5699,4.28497428
1993.0,6247.0,732.6367822510001,2421710.44093,4.28497428
1993.0,6248.0,723.1042743639999,235968.29262,4.28497428
1993.0,6249.0,724.943251045,146601.721014,1.050767228
1993.0,6250.0,724.943251045,189207.248577,1.050767228
1993.0,6251.0,724.943251045,401687.576959,1.050767228
1993.0,6252.0,701.377091638,245770.049244,1.050767228
1993.0,6253.0,797.853018678,161248.404723,1.050767228
1993.0,6254.0,711.180344087,377144.742117,1.050767228
1993.0,6255.0,797.853018678,156013.383726,1.050767228
1993.0,6256.0,797.6650206769999,182645.845034,1.050767228
1993.0,6257.0,751.6100674910001,386480.802524,1.050767228
1993.0,6258.0,780.946774477,266427.931578,1.050767228
1993.0,6259.0,793.8477125019999,180262.63921300002,1.050767228
1993.0,6260.0,793.8477125019999,149049.39995999998,1.050767228
1993.0,6261.0,724.8440299060001,214026.427143,1.050767228
1993.0,6262.0,790.3318142219999,183248.9723,1.050767228
1993.0,6263.0,793.8477125019999,104568.898421,1.050767228
1993.0,6264.0,790.3318142219999,207367.592669,1.050767228
1993.0,6265.0,790.3318142219999,163200.23711400002,1.050767228
1993.0,6266.0,790.3318142219999,155571.201325,1.050767228
1993.0,6267.0,793.8477125019999,129098.25013399999,1.050767228
1993.0,6268.0,793.8477125019999,68929.0933639,1.050767228
1993.0,6269.0,793.8477125019999,68820.7565267,1.050767228
1993.0,6270.0,770.172114568,90148.8521484,1.050767228
1993.0,6271.0,726.598842717,99306.4338666,1.050767228
1993.0,6272.0,790.3318142219999,95293.9547374,1.050767228
1993.0,6273.0,790.3318142219999,243599.90599499998,1.050767228
1993.0,6274.0,790.3318142219999,116676.64695,0.0
1993.0,6275.0,793.8477125019999,319747.180957,1.050767228
1993.0,6276.0,793.8477125019999,299210.30672600004,1.050767228
1993.0,6277.0,793.8477125019999,258034.933497,1.050767228
1993.0,6278.0,776.311830687,417530.439277,1.050767228
1993.0,6279.0,793.8477125019999,209965.93485,1.050767228
1993.0,6280.0,790.3318142219999,416408.64413000003,0.0
1993.0,6281.0,793.8477125019999,171246.068481,1.050767228
1993.0,6282.0,793.8477125019999,193210.976221,1.050767228
1993.0,6283.0,793.8477125019999,179910.309882,1.050767228
1993.0,6284.0,793.8477125019999,170322.325132,1.050767228
1993.0,6285.0,793.8477125019999,202238.505487,1.050767228
1993.0,6286.0,793.8477125019999,458848.58143500006,0.0
1993.0,6287.0,793.8477125019999,83853.4048535,0.0
1993.0,6288.0,793.8477125019999,115377.702948,0.0
1993.0,6289.0,793.8477125019999,198341.312621,0.0
1993.0,6290.0,780.007579535,712716.82635,0.0
1993.0,6291.0,790.3318142219999,170336.389371,0.0
1993.0,6292.0,790.3318142219999,204083.718748,0.0
1993.0,6293.0,790.3318142219999,188945.50288900002,0.0
1993.0,6294.0,790.3318142219999,160249.242138,0.0
1993.0,6295.0,790.3318142219999,153444.107036,0.0
1993.0,6296.0,790.3318142219999,27520.4183714,0.0
1993.0,6297.0,790.3318142219999,40564.453177999996,0.0
1993.0,6298.0,790.3318142219999,168384.240889,0.0
1993.0,6299.0,790.3318142219999,158726.336538,0.0
1993.0,6300.0,790.3318142219999,175943.654642,0.0
1993.0,6301.0,633.403895218,209008.922555,0.0
1993.0,6302.0,716.4080448389999,1301231.0688,0.0
1993.0,6303.0,790.3318142219999,260170.29728600002,0.0
1993.0,6304.0,790.3318142219999,306777.90503200004,0.0
1993.0,6305.0,790.3318142219999,214672.643582,0.0
1993.0,6306.0,790.3318142219999,327669.457039,0.0
1993.0,6307.0,782.50904066,204209.649106,0.0
1993.0,6308.0,790.3318142219999,180616.189705,0.0
1993.0,6309.0,790.3318142219999,205345.096919,0.0
1993.0,6310.0,790.3318142219999,101877.807937,0.0
1993.0,6311.0,789.459300014,991807.944042,0.0
1993.0,6312.0,790.3318142219999,119687.29444900001,0.0
1993.0,6313.0,790.3318142219999,131676.570399,0.0
1993.0,6314.0,790.3318142219999,185495.900052,0.0
1993.0,6315.0,653.935047335,252737.799346,0.0
1993.0,6316.0,705.941793139,193063.921019,0.0
1993.0,6317.0,705.941793139,166252.877056,0.0
1993.0,6318.0,793.8477125019999,69582.9936775,0.0
1993.0,6319.0,793.8477125019999,301099.981018,0.0
1993.0,6320.0,793.8477125019999,41260.481272900004,0.0
1993.0,6321.0,793.8477125019999,70595.4461053,0.0
1993.0,6322.0,793.8477125019999,77175.53922060001,0.0
1993.0,6323.0,764.34921404,188567.144673,0.0
1993.0,6324.0,790.3318142219999,185786.875885,0.0
1993.0,6325.0,790.3318142219999,182756.747608,0.0
1993.0,6326.0,777.0252682180001,222457.148454,0.0
1993.0,6327.0,773.6302651960001,240841.36872399997,0.0
1993.0,6328.0,790.3318142219999,147984.223995,0.0
1993.0,6329.0,790.3318142219999,216167.097689,0.0
1993.0,6330.0,790.3318142219999,119039.233779,0.0
1993.0,6331.0,790.3318142219999,217114.67430900002,0.0
1993.0,6332.0,687.328942602,235704.988088,0.0
1993.0,6333.0,705.941793139,213512.16499000002,0.0
1993.0,6334.0,705.941793139,189342.929133,0.0
1993.0,6335.0,705.941793139,115310.211245,0.0
1993.0,6336.0,793.8477125019999,81502.18834939999,0.0
1993.0,6337.0,762.6542101,214606.252233,0.0
1993.0,6338.0,700.896080547,185776.752426,0.0
1993.0,6339.0,772.7678767289999,164782.00945,0.0
1993.0,6340.0,754.75167055,177568.529699,0.0
1993.0,6341.0,754.75167055,192365.443879,0.0
1993.0,6342.0,758.992007498,202768.56749400002,0.0
1993.0,6343.0,767.2693897830001,160232.823282,0.0
1993.0,6344.0,779.014499617,152370.676313,0.0
1993.0,6345.0,786.531602985,117193.596221,0.0
1993.0,6346.0,788.8311507310001,136680.133391,0.0
1993.0,6347.0,790.259859069,246535.81988000002,0.0
1993.0,6348.0,790.1831949289999,203512.953056,0.0
1993.0,6349.0,631.852644307,197072.508306,0.0
1993.0,6350.0,705.92102993,117619.98589000001,0.0
1993.0,6351.0,704.844663831,121906.799572,0.0
1993.0,6352.0,694.2717896219999,117785.8105,0.0
1993.0,6353.0,746.508477466,224244.510056,0.0
1993.0,6354.0,724.033894265,145782.670269,0.0
1993.0,6355.0,754.75167055,855795.2286949999,0.0
1993.0,6356.0,754.75167055,245801.02010100003,0.0
1993.0,6357.0,754.75167055,416555.29658699996,0.0
1993.0,6358.0,754.75167055,266496.93951500003,0.0
1993.0,6359.0,754.75167055,223985.19840599998,0.0
1993.0,6360.0,770.1644931769999,281483.146806,0.0
1993.0,6361.0,762.499262896,156528.48586800002,0.0
1993.0,6362.0,594.604030036,68040.5037979,0.0
1993.0,6363.0,662.909660072,131757.46865599998,0.0
1993.0,6364.0,662.383457087,180986.937945,0.0
1993.0,6365.0,662.383457087,154441.092372,0.0
1993.0,6366.0,662.383457087,122366.82639300001,0.0
1993.0,6367.0,696.416450935,154589.477317,0.0
1993.0,6368.0,704.962472342,150719.37208,0.0
1993.0,6369.0,754.75167055,159018.71452100002,0.0
1993.0,6370.0,754.75167055,268951.288178,0.0
1993.0,6371.0,754.75167055,200699.975312,0.0
1993.0,6372.0,754.75167055,111403.06454600001,0.0
1993.0,6373.0,754.75167055,145490.780569,0.0
1993.0,6374.0,754.75167055,142924.02231300002,0.0
1993.0,6375.0,754.75167055,251176.99398899998,0.0
1993.0,6376.0,754.75167055,108856.532857,0.0
1993.0,6377.0,754.75167055,94900.49323460001,0.0
1993.0,6378.0,754.75167055,103766.99839400001,0.0
1993.0,6379.0,754.75167055,111070.85008499998,0.0
1993.0,6380.0,662.383457087,166626.70654100002,0.0
1993.0,6381.0,662.383457087,146014.757474,0.0
1993.0,6382.0,662.383457087,137832.742657,0.0
1993.0,6383.0,691.968783562,148837.672004,0.0
1993.0,6384.0,754.75167055,274080.751244,0.0
1993.0,6385.0,754.75167055,178553.500089,0.0
1993.0,6386.0,754.75167055,158581.650829,0.0
1993.0,6387.0,754.75167055,157617.30918699998,0.0
1993.0,6388.0,754.75167055,129042.896209,0.0
1993.0,6389.0,754.75167055,117298.56058900002,0.0
1993.0,6390.0,754.75167055,300356.373351,0.0
1993.0,6391.0,754.75167055,141664.64340499998,0.0
1993.0,6392.0,754.75167055,479654.236736,0.0
1993.0,6393.0,754.75167055,257424.152811,0.0
1993.0,6394.0,639.357474161,158420.794773,0.0
1993.0,6395.0,662.383457087,200084.586269,0.0
1993.0,6396.0,662.383457087,133792.69480599998,0.0
1993.0,6397.0,662.383457087,75838.49066519999,0.0
1993.0,6398.0,662.383457087,76974.06894560001,0.0
1993.0,6399.0,662.383457087,159122.787317,0.0
1993.0,6400.0,677.677283552,168379.252375,0.0
1993.0,6401.0,662.7300305069999,250793.88556300002,0.0
1993.0,6402.0,754.75167055,220916.10805900002,0.0
1993.0,6403.0,754.75167055,196494.403027,0.0
1993.0,6404.0,754.75167055,176513.327992,0.0
1993.0,6405.0,754.75167055,282588.090309,0.0
1993.0,6406.0,754.75167055,146561.145219,0.0
1993.0,6407.0,754.75167055,154868.56053699998,0.0
1993.0,6408.0,754.75167055,542528.879116,0.0
1993.0,6409.0,754.75167055,181413.054394,0.0
1993.0,6410.0,754.75167055,146765.260323,0.0
1993.0,6411.0,754.75167055,186718.522229,0.0
1993.0,6412.0,754.75167055,180871.0852,0.0
1993.0,6413.0,754.75167055,88449.9502275,0.0
1993.0,6414.0,754.75167055,167522.05681500002,0.0
1993.0,6415.0,754.75167055,102388.374291,0.0
1993.0,6416.0,754.75167055,87817.73639369999,0.0
1993.0,6417.0,754.75167055,303924.587274,0.0
1993.0,6418.0,649.655603395,242093.19582300002,0.0
1993.0,6419.0,662.383457087,185791.92253399998,0.0
1993.0,6420.0,662.383457087,378005.06276999996,0.0
1993.0,6421.0,662.383457087,131290.396975,0.0
1993.0,6422.0,635.783980818,88491.5686134,0.0
1993.0,6423.0,662.383457087,182368.947352,0.0
1993.0,6424.0,662.383457087,193832.951189,0.0
1993.0,6425.0,662.383457087,182001.750693,0.0
1993.0,6426.0,662.383457087,164183.46083599998,0.0
1993.0,6427.0,662.383457087,139862.365125,0.0
1993.0,6428.0,662.383457087,106721.325922,0.0
1993.0,6429.0,662.383457087,139529.0731,0.0
1993.0,6430.0,662.383457087,191129.419386,0.0
1993.0,6431.0,754.75167055,93640.01110039999,0.0
1993.0,6432.0,754.75167055,117007.533846,0.0
1993.0,6433.0,754.75167055,115734.60306099999,0.0
1993.0,6434.0,754.75167055,119898.27945799999,0.0
1993.0,6435.0,754.75167055,136876.626834,0.0
1993.0,6436.0,754.75167055,133327.396281,0.0
1993.0,6437.0,754.75167055,301086.12623600004,0.0
1993.0,6438.0,754.75167055,362171.82657800004,0.0
1993.0,6439.0,582.188391169,155810.623139,0.0
1993.0,6440.0,754.75167055,149480.657334,0.0
1993.0,6441.0,754.75167055,162928.479046,0.0
1993.0,6442.0,556.786055354,1659362.98127,0.0
1993.0,6443.0,754.75167055,187660.038777,0.0
1993.0,6444.0,754.75167055,137897.469397,0.0
1993.0,6445.0,754.75167055,137843.531068,0.0
1993.0,6446.0,754.75167055,162477.377367,0.0
1993.0,6447.0,754.75167055,136368.46738800002,0.0
1993.0,6448.0,754.75167055,219159.56608699998,0.0
1993.0,6449.0,754.75167055,201844.402727,0.0
1993.0,6450.0,754.75167055,213609.720805,0.0
1993.0,6451.0,644.766917637,143562.615287,0.0
1993.0,6452.0,553.583893292,104983.427372,0.0
1993.0,6453.0,754.75167055,172261.783839,0.0
1993.0,6454.0,754.75167055,246997.893616,0.0
1993.0,6455.0,754.75167055,169252.969213,0.0
1993.0,6456.0,754.75167055,138204.01450999998,0.0
1993.0,6457.0,754.75167055,179399.90303299998,0.0
1993.0,6458.0,632.579952199,192492.631505,0.0
1993.0,6459.0,554.6266515990001,28629.9192105,0.0
1993.0,6460.0,644.4577867840001,196927.154909,0.0
1993.0,6461.0,662.383457087,112087.823222,0.0
1993.0,6462.0,662.383457087,116187.831367,0.0
